t,0f_x,0f_y,0f_z,1f_x,1f_y,1f_z,2f_x,2f_y,2f_z
25.14,-0.1021486262677812,0.07957385213129403,-0.22700317345963794,0.01648614145634262,-0.014484837454435635,-0.010754281349087416,0.0856624848114386,-0.0650890146768584,0.23775745480872534
25.15,-0.10228933963487777,0.07829609822785283,-0.2210051452448329,0.016764041336160225,-0.014695757304915761,-0.011090820055029092,0.08552529829871755,-0.06360034092293707,0.23209596529986198
25.16,-0.10230033607741425,0.07698763153565925,-0.21502834878225266,0.01706717574338465,-0.014930724436908405,-0.01144535229006067,0.0852331603340296,-0.06205690709875085,0.22647370107231332
25.17,-0.10218580649139271,0.0756513782714156,-0.20908167357843094,0.017396751989776433,-0.015190667347848552,-0.011818294229034668,0.08478905450161628,-0.06046071092356706,0.22089996780746562
25.18,-0.10195017505814886,0.07429025066944281,-0.2031735861093181,0.01775403344991162,-0.015476562663955851,-0.012210078153439597,0.08419614160823724,-0.05881368800548696,0.2153836642627577
25.19,-0.10159807149243127,0.0729071362875302,-0.1973121165632056,0.018140343146985344,-0.015789438137471575,-0.012621152211874391,0.08345772834544593,-0.05711769815005863,0.20993326877508
25.2,-0.10113430336122864,0.07150488783627507,-0.19150484825079667,0.018557067469769054,-0.016130375726221228,-0.01305198006481393,0.08257723589145959,-0.05537451211005384,0.2045568283156106
25.21,-0.100563828655359,0.07008631357753663,-0.18575890962964117,0.019005660023216485,-0.016500514757776377,-0.01350304040481211,0.0815581686321425,-0.05358579881976025,0.19926195003445327
25.22,-0.0998917287856466,0.06865416833115906,-0.1800809688728119,0.019487645615052916,-0.01690105518027055,-0.013974826342405804,0.08040408317059368,-0.05175311315088851,0.19405579521521768
25.23,-0.09912318216410865,0.06721114512255236,-0.17447723089577627,0.020004624380450888,-0.01733326090163965,-0.01446784464704879,0.07911855778365776,-0.0498778842209127,0.18894507554282505
25.24,-0.0982634385181105,0.06575986749710043,-0.1689534367409401,0.020558276046582183,-0.017798463218698716,-0.014982614831420191,0.07770516247152831,-0.04796140427840172,0.1839360515723603
25.25,-0.09731779407214687,0.06430288252081254,-0.16351486520648664,0.021150364338437512,-0.01829806433703175,-0.015519668066419185,0.07616742973370937,-0.046004818183780785,0.17903453327290583
25.26,-0.09629156771794954,0.06284265448019165,-0.1581663365949244,0.021782741526814677,-0.01883354098215585,-0.016079545913079765,0.07450882619113486,-0.0440091134980358,0.17424588250800416
25.27,-0.09519007827921569,0.061381559288057407,-0.15291221844728295,0.022457353118781928,-0.01940644810181568,-0.016662798856515292,0.07273272516043376,-0.041975111186241726,0.16957501730379823
25.28,-0.09401862296256483,0.059921879596058186,-0.14775643312110853,0.02317624269022315,-0.020018422658568832,-0.01726998462583859,0.07084238027234169,-0.039903456937489354,0.16502641774694712
25.29,-0.09278245707158961,0.05846580060894486,-0.14270246706440254,0.023941556859255513,-0.02067118751102933,-0.017901666282803458,0.06884090021233409,-0.03779461309791553,0.16060413334720602
25.3,-0.0914867750462062,0.057015406590350905,-0.13775338163329387,0.0247555503983671,-0.021366555381236996,-0.01855841006067821,0.06673122464783911,-0.03564885120911391,0.15631179169397208
25.31,-0.09013669287512908,0.05557267804492176,-0.1329118252985692,0.025620591482047646,-0.022106432904612634,-0.019240782933601406,0.06451610139308145,-0.03346624514030913,0.1521526082321706
25.32,-0.088737231915314,0.05413948955714916,-0.1281800470850702,0.026539167065469854,-0.02289282475783458,-0.019949349895390146,0.06219806484984416,-0.031246664799314584,0.14812939698046035
25.33,-0.08729330413880727,0.05271760826326122,-0.12355991108838922,0.027513888388409423,-0.023727837858723795,-0.020684670925475844,0.05977941575039786,-0.028989770404537426,0.14424458201386506
25.34,-0.08580969881468303,0.05130869292897313,-0.11905291191507839,0.028547496597065132,-0.024613685630847985,-0.02144729761834711,0.057262202217617894,-0.026695007298125146,0.1405002095334255
25.35,-0.08429107062178905,0.04991429360285979,-0.11466019089569116,0.029642868474744788,-0.025552692324044755,-0.022237769451590703,0.05464820214704426,-0.02436160127881503,0.13689796034728186
25.36,-0.08274192917690797,0.048535851812550435,-0.1103825529242254,0.030803022270508185,-0.026547297380409045,-0.02305660966635261,0.05193890690639978,-0.021988554432141386,0.133439162590578
25.37,-0.0647371729826123,0.19597389806343654,-0.12566904128439668,-0.050395126616772104,-0.1898331174587825,-0.017566054722141646,0.1151322995993844,-0.006140780604654041,0.14323509600653833
25.38,-0.06449562059842706,0.19399464521054277,-0.12266055256969122,-0.05078088535124708,-0.1905205955075595,-0.01746331203933059,0.11527650594967415,-0.0034740497029832826,0.14012386460902182
25.39,-0.06423140522947514,0.19191974879374926,-0.1197435225132902,-0.05123630911870418,-0.19114075321607096,-0.01739795880418916,0.11546771434817932,-0.0007789955776782986,0.13714148131747936
25.4,-0.0639455743838455,0.1897527234169044,-0.11691510894050511,-0.051766033522030505,-0.19169679766972333,-0.01737092391396907,0.11571160790587601,0.0019440742528189225,0.13428603285447416
25.41,-0.06363905354479717,0.1874972554924712,-0.11417235547589302,-0.05237462087203998,-0.19219216696929836,-0.017382909714147923,0.11601367441683715,0.004694911476827178,0.13155526519004096
25.42,-0.06331265577449509,0.18515719253616825,-0.11151221784959503,-0.0530665422359563,-0.19263051007327264,-0.017434380255856044,0.11637919801045138,0.007473317537104403,0.12894659810545106
25.43,-0.06296709174131851,0.18273653152296737,-0.10893158898060074,-0.053846159548712635,-0.19301566515106,-0.01752555054745006,0.11681325129003114,0.010279133628092622,0.1264571395280508
25.44,-0.06260298002667587,0.18023940638030553,-0.10642732272440988,-0.054717707842357244,-0.1933516365761968,-0.017656376880421876,0.11732068786903312,0.013112230195891257,0.12408369960483176
25.45,-0.062220857573654004,0.17767007470338242,-0.10399625619052505,-0.05568527764503171,-0.19364257069878943,-0.017826548304667223,0.1179061352186857,0.015972495995406996,0.12182280449519227
25.46,-0.06182119014751459,0.1750329037852784,-0.10163523055303547,-0.05675279759708641,-0.1938927305456946,-0.018035479322668573,0.118573987744601,0.018859826760416247,0.11967070987570404
25.47,-0.06140438268682925,0.17233235606130687,-0.09934111029507363,-0.0579240173280425,-0.19410646960491237,-0.01828230386642478,0.11932840001487174,0.021774113543605506,0.11762341416149841
25.48,-0.06097078943373641,0.16957297407236646,-0.0971108008449635,-0.05920249063438853,-0.1942882048574051,-0.018565870615033047,0.12017328006812494,0.024715230785038643,0.11567667145999655
25.49,-0.06052072374224486,0.16675936505614875,-0.09494126457831195,-0.06059155899473116,-0.19444238922511492,-0.018884739704758655,0.12111228273697602,0.02768302416896617,0.1138260042830706
25.5,-0.06005446747446539,0.16389618527769406,-0.0928295351759541,-0.06209433545569112,-0.19457348360813556,-0.019237180877228154,0.12214880293015651,0.03067729833044149,0.11206671605318226
25.51,-0.05957227990600837,0.160988124212168,-0.09077273034246627,-0.0637136889192362,-0.1946859286870172,-0.01962117310511805,0.12328596882524458,0.03369780447484923,0.11039390344758432
25.52,0.06090210136897019,0.032417062506857885,-0.0625749979062894,-0.07283339010553802,-0.06672101753999202,-0.05122580599744731,0.011931288736567833,0.03430395503313413,0.1138008039037367
25.53,0.06309375511324,0.034239324159427244,-0.06559768095975264,-0.07568269471967244,-0.06892145789834088,-0.052093696190347726,0.01258893960643244,0.034682133738913636,0.11769137715010036
25.54,0.06534871459804353,0.03616214673548906,-0.0687600868722565,-0.07861577768137216,-0.07116791121975179,-0.05293587915207794,0.013267063083328638,0.035005764484262736,0.12169596602433444
25.55,0.06766720303887253,0.03819060459029279,-0.07206770854192208,-0.0816327767188105,-0.07345929865398909,-0.053749094074903234,0.013965573679937976,0.0352686940636963,0.12581680261682532
25.56,0.0700492758558956,0.04032996953088644,-0.0755261527357347,-0.08473362168783498,-0.07579436438208591,-0.05452996102749791,0.01468434583193938,0.03546439485119946,0.13005611376323262
25.57,0.07249480458092362,0.04258571231147147,-0.07914113217083048,-0.08791801987990648,-0.07817166845746865,-0.05527498686146019,0.015423215298982856,0.035585956145997175,0.13441611903229067
25.58,0.07500346007026237,0.04496350343983693,-0.08291845641869616,-0.09118544128758427,-0.08058958003645522,-0.05598057220650927,0.016181981217321895,0.035626076596618296,0.13889902862520542
25.59,0.07757469505739296,0.04746921322299517,-0.0868640215721717,-0.09453510391772628,-0.08304627107250714,-0.05664301959725992,0.016960408860333315,0.03557705784951198,0.14350704116943164
25.6,0.08020772608853816,0.05010891097850952,-0.09098379861877422,-0.09796595925021938,-0.08553971055127134,-0.05725854276873054,0.017758233161681222,0.035430799572761816,0.14824234138750475
25.61,0.08290151489394516,0.05288886333697132,-0.09528382046856491,-0.10147667794745734,-0.08806765934558604,-0.05782327715107964,0.018575163053512173,0.03517879600861472,0.15310709761964456
25.62,0.08565474925803758,0.0558155315607185,-0.09977016759057321,-0.10506563592689974,-0.0906276657712105,-0.05833329158650275,0.019410886668862162,0.034812134210492,0.15810345917707597
25.63,0.08846582346244077,0.058895567804305736,-0.10444895221879089,-0.10873090091570516,-0.09321706192496197,-0.058784601282730324,0.02026507745326439,0.03432149412065624,0.16323355350152122
25.64,0.09133281838715028,0.06213581024352144,-0.10932630109698602,-0.11247021961258923,-0.09583296088718136,-0.059173182008194665,0.021137401225438945,0.03369715064365993,0.16849948310518068
25.65,0.09425348136669472,0.06554327700199308,-0.114408336741104,-0.11628100558752712,-0.09847225486989168,-0.059494985523675395,0.0220275242208324,0.0329289778678986,0.1739033222647794
25.66,0.09722520590994063,0.06912515880773981,-0.11970115720888405,-0.12016032805465435,-0.10113161439064389,-0.05974595623416645,0.022935122144713715,0.03200645558290409,0.1794471134430505
25.67,0.10024501140400542,0.07288881031647572,-0.12521081437847947,-0.12410490165754628,-0.10380748854978061,-0.05992204903286684,0.023859890253540864,0.030918678233304894,0.1851328634113463
25.68,0.10330952293447843,0.07684174004415413,-0.13094329075138575,-0.12811107740889263,-0.10649610648566059,-0.060019248296671365,0.024801554474414206,0.029654366441506458,0.19096253904805713
25.69,0.10641495136557035,0.08099159885821555,-0.13690447480976367,-0.13217483492830312,-0.1091934800782267,-0.060033587979407284,0.025759883562732788,0.028201881220011146,0.19693806278917098
25.7,0.10955707383472754,0.08534616698532449,-0.14310013497426205,-0.13629177612247392,-0.11189540796614791,-0.05996117273543829,0.02673470228774638,0.026549240980823424,0.20306130770970032
25.71,0.11273121482645745,0.08991333950310128,-0.1495358922256104,-0.14045712045113695,-0.11459748093661327,-0.05979819999226599,0.027725905624679498,0.024684141433511997,0.20933409221787638
25.72,0.11593222799933992,0.09470111029447452,-0.15621719147141702,-0.14466570191996506,-0.1172950887396683,-0.05954098287651306,0.028733473920625155,0.022593978445193785,0.21575817434793007
25.73,0.1191544789482406,0.09971755445582076,-0.16314927175865648,-0.14891196793789202,-0.11998342837081138,-0.05918597388334993,0.029757488989651415,0.02026587391499063,0.2223352456420064
25.74,0.12239182909031192,0.10497080916397113,-0.17033713545204046,-0.15318998017101124,-0.12265751385639596,-0.05872978916515899,0.030798151080699304,0.017686704692424837,0.22906692461719944
25.75,0.12563762086821129,0.11046905302240531,-0.17778551651862903,-0.15749341751832652,-0.12531218756627743,-0.05816923330121604,0.031855796650115245,0.014843134543872122,0.23595474981984507
25.76,0.1288846644668348,0.11622048392343262,-0.1854988480793977,-0.1618155813260654,-0.1279421330671266,-0.05750132439655524,0.03293091685923062,0.011721649143693974,0.24300017247595293
25.77,0.13212522624049902,0.12223329548075926,-0.19348122940873483,-0.16614940294703348,-0.13054188951798443,-0.05672331934518301,0.03402417670653446,0.008308594037225184,0.25020454875391784
25.78,0.13535101904566263,0.12851565210540056,-0.20173639258267592,-0.1704874537396015,-0.13310586759705176,-0.055832739080604904,0.03513643469393887,0.004590215491651187,0.2575691316632808
25.79,0.13855319466975385,0.1350756628172362,-0.21026766899574537,-0.17482195758732616,-0.13562836693542976,-0.05482739362539663,0.036268762917572306,0.0005527041181935533,0.265095062621142
25.8,0.14172233853927546,0.14192135390440325,-0.21907795598420585,-0.17914480600502974,-0.13810359501973274,-0.053705406741508935,0.03742246746575428,-0.003817758884670508,0.2727833627257148
25.81,0.14484846687991645,0.1490606405629019,-0.22816968380989264,-0.18344757588039456,-0.14052568751124286,-0.05246523997431565,0.03859910900047811,-0.00853495305165905,0.2806349237842083
25.82,0.14792102648782382,0.15650129766898002,-0.23754478327326198,-0.18772154988187872,-0.1428887299147328,-0.05110571587627904,0.039800523394054904,-0.013612567754247212,0.288650499149541
25.83,0.15092889725442735,0.16425092985676049,-0.24720465423642132,-0.19195773954409803,-0.14518678051536568,-0.04962604019069418,0.041028842289670686,-0.019064149341394804,0.2968306944271155
25.84,0.15386039756718695,0.1723169410927686,-0.25715013534625897,-0.19614691102090343,-0.14741389448736156,-0.048025822772450495,0.04228651345371648,-0.024903046605407042,0.30517595811870946
25.85,0.1567032926855205,0.18070650395725193,-0.26738147525409395,-0.20027961347429754,-0.14956414906353926,-0.04630509702125272,0.043576320788777045,-0.03114235489371267,0.3136865722753467
25.86,0.15944480616497386,0.18942652885897796,-0.27789830563105844,-0.2043462100442851,-0.151631669640569,-0.04446433760342194,0.04490140387931124,-0.037794859218408944,0.3223626432344804
25.87,0.16207163437367883,0.19848363342522732,-0.28869961627743856,-0.20833691132086515,-0.15361065668095472,-0.042504476241349017,0.04626527694718632,-0.0448729767442726,0.3312040925187876
25.88,0.16456996411355104,0.20788411232157677,-0.2997837326191716,-0.21224181121490024,-0.15549541325963087,-0.04042691535501652,0.047671847101349196,-0.052388699061945904,0.3402106479741881
25.89,0.16692549332483278,0.21763390776640337,-0.31114829587538084,-0.216050925099657,-0.15728037309066856,-0.03823353934777973,0.04912543177482423,-0.060353534675734816,0.3493818352231606
25.9,0.1691234548169081,0.2277385810125161,-0.3227902461671169,-0.21975423006973055,-0.15896012885823388,-0.035926723338887065,0.050630775252822446,-0.06877845215428222,0.35871696950600396
25.91,0.17114864293124138,0.23820328507255553,-0.33470580881922024,-0.22334170713898016,-0.160529460665681,-0.03350933915802107,0.05219306420773878,-0.07767382440687454,0.3682151479772413
25.92,0.1729854430044066,0.24903273896561912,-0.3468904840845621,-0.22680338517434512,-0.16198336440772765,-0.03098475843246192,0.053817942169938515,-0.08704937455789147,0.377875242517024
25.93,0.17461786346097882,0.2602312037595984,-0.35933904049279786,-0.23012938633813207,-0.16331707986313054,-0.028356852615279475,0.055511522877153247,-0.09691412389646786,0.38769589310807734
25.94,0.17602957032823063,0.271802460676886,-0.37204551199446895,-0.23330997278799476,-0.16452611829939784,-0.02562998982319517,0.057280402459764124,-0.10727634237748818,0.3976755018176641
25.95,0.17720392392775156,0.2837497915202695,-0.3850031990360949,-0.23633559436143808,-0.16560628937683564,-0.022809028375309147,0.05913167043368653,-0.11814350214343389,0.4078122274114041
25.96,0.1781240174639109,0.29607596166090805,-0.39820467366309004,-0.23919693695072133,-0.16655372713687827,-0.019899306948667254,0.06107291948681043,-0.12952223452402975,0.4181039806117573
25.97,0.17877271719623195,0.30878320581135565,-0.4116417887054631,-0.2418849712547036,-0.16736491485921307,-0.016906631293473154,0.06311225405847162,-0.14141829095214262,0.4285484199989363
25.98,0.1791327038528321,0.32187321678370384,-0.42530569105677024,-0.2443910015767626,-0.16803670857380396,-0.013837257479455491,0.06525829772393052,-0.15383650820989986,0.4391429485362257
25.99,0.17918651491577456,0.33534713740630995,-0.43918683901035416,-0.24670671432277888,-0.1685663590176411,-0.010697871675269116,0.06752019940700432,-0.16678077838866887,0.44988471068562325
26.0,0.17891658738700442,0.34920555574244655,-0.4532750235691083,-0.2488242258404398,-0.16895153183185588,-0.007495566494580209,0.0699076384534354,-0.1802540239105907,0.46077059006368853
26.01,0.17830530062604322,0.36344850372091453,-0.46755939359661913,-0.2507361292312688,-0.1691903258029202,-0.00423781397540146,0.0724308286052256,-0.1942581779179943,0.4717972075720206
26.02,0.1773350188382014,0.3780754592525389,-0.4820284846291646,-0.25243553975990735,-0.16928128896188316,-0.0009324352929715725,0.07510052092170594,-0.20879417029065572,0.48296091992213613
26.03,0.17598813278513908,0.39308535186807525,-0.4966702511206402,-0.2539161384816076,-0.16922343236802662,0.0024124326593046776,0.07792800569646849,-0.22386191950004866,0.49425781846133554
26.04,0.17424710028836768,0.40847657187271963,-0.5114721018465038,-0.25517221370888077,-0.16901624141794083,0.005788373652001411,0.08092511342051309,-0.2394603304547788,0.5056837281945024
26.05,0.17209448510093509,0.42424698297077934,-0.526420938149188,-0.2561986999419556,-0.16865968453770602,0.009186731261985537,0.08410421484102054,-0.2555872984330733,0.5172342068872025
26.06,0.16951299373311013,0.440393938271596,-0.5415031946666655,-0.2569912138953458,-0.168154219134597,0.012598650538606652,0.08747822016223569,-0.272239719136999,0.5289045441280589
26.07,0.166485509834346,0.4569142995450634,-0.5567048821485896,-0.2575460872645616,-0.16750079470533413,0.016015121925219387,0.09106057743021556,-0.2894135048397293,0.5406897602233702
26.08,0.16299512575602174,0.473804459552655,-0.5720116319312675,-0.2578603958929172,-0.1667008530202898,0.019427027136824662,0.09486527013689544,-0.3071036065323651,0.5525846047944427
26.09,0.15902517094713076,0.49106036723807506,-0.5874087416138719,-0.2579319850185606,-0.16575632532701037,0.02282518666597391,0.09890681407142984,-0.32530404191106466,0.564583554947898
26.1,0.15455923686797726,0.5086775555211371,-0.6028812214543154,-0.25775949030634454,-0.16466962654178732,0.026200408562951655,0.10320025343836728,-0.3440079289793498,0.5766808128913639
26.11,0.14958119814456725,0.5266511713995222,-0.6184138409841572,-0.25734235439777386,-0.1634436464244573,0.02954353811307847,0.10776115625320665,-0.36320752497506487,0.5888703028710787
26.12,0.14407522972835954,0.5449760080260163,-0.6339911753279049,-0.25668083874512826,-0.16208173775903822,0.032845508014222494,0.11260560901676872,-0.3828942702669781,0.6011456673136825
26.13,0.13802581987181284,0.5636465383938415,-0.649597650703019,-0.25577603053256964,-0.16058770159075905,0.03609738864170593,0.11775021066075678,-0.40305883680308247,0.613500262061313
26.14,0.13141777877931346,0.5826569502300714,-0.6652175885728316,-0.2546298445274657,-0.1589657695983018,0.039290437976131506,0.12321206574815222,-0.4236911806317695,0.6259271505967001
26.15,0.12423624284498998,0.6020011816666079,-0.6808352479248796,-0.2532450197489692,-0.15722058370827766,0.04241615076261794,0.1290087769039792,-0.44478059795833025,0.6384190971622616
26.16,0.1164666744432369,0.6216729572299475,-0.6964348651516964,-0.2516251108875796,-0.15535717308670394,0.04546630646780327,0.13515843644434267,-0.4663157841432436,0.6509685586838931
26.17,0.10809485729399307,0.6416658236644872,-0.7120006910191654,-0.24977447445869053,-0.1533809286692727,0.04843301560405072,0.14167961716469746,-0.48828489499521455,0.6635676754151147
26.18,0.09910688748267134,0.6619731850793137,-0.727517024218691,-0.247698249724163,-0.15129757541796,0.05130876399869656,0.14859136224149166,-0.5106756096613536,0.6762082602199945
26.19,0.08948916027380387,0.682588336884369,-0.7429682410126637,-0.24540233446840556,-0.14911314251578092,0.05408645460006669,0.1559131741946017,-0.5334751943685881,0.688881786412597
26.2,0.07922835291796669,0.7035044979585421,-0.7583388204977511,-0.24289335576840512,-0.14683393173378434,0.05675944643134247,0.16366500285043845,-0.5566705662247577,0.7015793740664087
26.21,0.06831140371326408,0.7247148404679306,-0.7736133650257654,-0.24017863594998984,-0.1444664842243437,0.05932159032810099,0.1718672322367258,-0.580248356243587,0.7142917746976644
26.22,0.05672548764600025,0.7462125167272277,-0.7887766153372353,-0.2372661539745033,-0.14201754601211877,0.06176726112531443,0.18054066632850302,-0.6041949707151089,0.7270093542119209
26.23,0.04445798900044076,0.7679906824689557,-0.8038134599766384,-0.23416450255021495,-0.1394940324683768,0.06409138599447124,0.1897065135497742,-0.628496650000579,0.7397220739821672
26.24,0.03149647139555169,0.7900425158534969,-0.8187089385701573,-0.2308828413103887,-0.13690299206541764,0.0662894686709,0.199386369914837,-0.6531395237880793,0.7524194698992573
26.25,0.017828645778169484,0.8123612315154,-0.8334482385552411,-0.22743084644413983,-0.13425156971538824,0.06835760935483412,0.20960220066597035,-0.6781096618000118,0.765090629200407
26.26,0.0034423369785404846,0.8349400888974486,-0.8480166849559151,-0.22381865720627273,-0.13154697000163476,0.070292520116676,0.22037632022773224,-0.7033931188958139,0.7777241648392391
26.27,-0.011674550482930618,0.857772394070704,-0.8623997227968762,-0.2200568197674601,-0.12879642061077634,0.07209153568662327,0.23173137025039073,-0.7289759734599277,0.7903081871102529
26.28,-0.027534066557517972,0.8808514941750738,-0.87658289174286,-0.21615622889571837,-0.12600713626984464,0.07375261956055948,0.24369029545323634,-0.7548443579052292,0.8028302721823004
26.29,-0.04414824891620493,0.9041707635376868,-0.8905517925357558,-0.21212806798360825,-0.12318628348514923,0.07527436540708779,0.25627631689981323,-0.7809844800525375,0.815277427128668
26.3,-0.06152915428561949,0.9277235804337957,-0.9042920447804023,-0.20798374795240482,-0.12034094636803681,0.07665599381392633,0.26951290223802427,-0.8073826340657588,0.827636050966476
26.31,-0.07968888674052528,0.9515032933434978,-0.9177892355993432,-0.2037348455743268,-0.11747809381760473,0.07789734446472651,0.2834237323148521,-0.834025199525893,0.8398918911346167
26.32,-0.09863962166722426,0.9755031754244519,-0.9310288586366454,-0.19939304175654524,-0.11460454831192557,0.07899886388883079,0.2980326634237695,-0.8608986271125263,0.8520299947478146
26.33,-0.11839362393191305,0.9997163657623783,-0.9439962428403185,-0.19497006032595957,-0.11172695653769833,0.07996158897566924,0.31336368425787264,-0.88798940922468,0.8640346538646493
26.34,-0.1389632585760163,1.0241357957732116,-0.956676470391075,-0.19047760784179976,-0.10885176206387082,0.08078712649160621,0.32944086641781606,-0.9152840337093409,0.8758893438994687
26.35,-0.16036099211020055,1.0487540989089295,-0.9690542830716368,-0.18592731494404818,-0.10598518023802785,0.08147762887927404,0.34628830705424873,-0.9427689186709016,0.8875766541923626
26.36,-0.18259938218233934,1.0735635015580836,-0.9811139762848503,-0.18133067971991973,-0.10313317545570355,0.08203576665710148,0.36393006190225907,-0.97043032610238,0.8990782096277488
26.37,-0.20569105304307525,1.0985556927261817,-0.9928392798302339,-0.176699013538636,-0.10030144092272021,0.08246469776925477,0.38239006658171126,-0.9982542518034615,0.9103745820609791
26.38,-0.2296486538151191,1.123721669723593,-1.004213224436923,-0.1720433897670299,-0.09749538099968816,0.08276803426303417,0.401692043582149,-1.0262262887239049,0.9214451901738889
26.39,-0.25448479607656194,1.1490515566723736,-1.0152179929263412,-0.1673745957359382,-0.09472009618645805,0.08294980669158741,0.42185939181250015,-1.0543314604859155,0.9322681862347537
26.4,-0.2802119666796884,1.174534392159823,-1.0258347547407423,-0.1627030882805633,-0.091980370773093,0.08301442665431132,0.4429150549602517,-1.08255402138673,0.9428203280864308
26.41,-0.3068424110279738,1.2001578818064813,-1.0360434824247526,-0.15803895312799332,-0.08928066315334995,0.08296664789545824,0.46488136415596715,-1.1108772186531313,0.9530768345292945
26.42,-0.3343879812053302,1.2259081108694114,-1.0458227484879379,-0.15339186835269336,-0.0866250987671888,0.08281152638321758,0.48777984955802356,-1.1392830121022226,0.9630112221047202
26.43,-0.3628599423700971,1.2517692112563061,-1.0551495009093486,-0.1487710720670237,-0.08401746561090892,0.08255437978709111,0.5116310144371208,-1.1677517456453974,0.9725951211222575
26.44,-0.39226872966499143,1.2777229764703137,-1.063998815373876,-0.1441853344596445,-0.08146121222755609,0.08220074676099623,0.5364540641246359,-1.1962617642427578,0.9817980686128798
26.45,-0.4226236465223498,1.3037484170257143,-1.0723436221601739,-0.1396429342409191,-0.07895944806656138,0.08175634642357546,0.5622665807632689,-1.224788968959153,0.9905872757365983
26.46,-0.45393249362605054,1.3298212477575058,-1.080154405438437,-0.1351516395020586,-0.07651494608047404,0.08122703840618836,0.5890841331281091,-1.2533063016770316,0.9989273670322487
26.47,-0.4862011158871497,1.3559132971793595,-1.087398872593955,-0.1307186929445279,-0.07413014740832345,0.08061878381354014,0.6169198088316776,-1.2817831497710361,1.0067800887804148
26.48,-0.5194328525538844,1.3819918276114203,-1.094041591083334,-0.12635080138895094,-0.0718071679797749,0.07993760741254265,0.6457836539428353,-1.3101846596316453,1.0141039836707915
26.49,-0.5536278729577517,1.4080187531909683,-1.100043590274197,-0.12205412942897285,-0.06954780686186066,0.07918956133242815,0.6756820023867246,-1.3384709463291076,1.0208540289417687
26.5,-0.5887823773403067,1.4339497410877178,-1.1053619257422378,-0.11783429705587349,-0.06735355616074677,0.07838069052411338,0.7066166743961803,-1.366596184926971,1.0269812352181245
26.51,-0.6248876386512007,1.459733179270758,-1.109949203636851,-0.1136963810445263,-0.0652256122846381,0.07751700018999977,0.738584019695727,-1.39450756698612,1.0324322034468512
26.52,-0.6619288570959985,1.4853089920250484,-1.1137530630246892,-0.10964491986092055,-0.06316488837047352,0.07660442535754683,0.7715737769569191,-1.4221441036545748,1.0371486376671424
26.53,-0.6998837944837899,1.5106072821173184,-1.1167156146409514,-0.10568392182603485,-0.06117202767632793,0.07564880273170553,0.8055677163098247,-1.4494352544409905,1.0410668119092459
26.54,-0.7387211500281928,1.5355467761120973,-1.1187728353012776,-0.10181687625051618,-0.05924741774326798,0.07465584492333754,0.840538026278709,-1.4762993583688293,1.04411699037794
