t,0f_x,0f_y,0f_z,1f_x,1f_y,1f_z
0.7725,0.7989545503101408,-0.7102936467027945,1.0027156800671548,-0.7989545503101408,0.7102936467027945,-1.0027156800671548
0.773,0.8041336603748181,-0.714167890140653,1.00901092090425,-0.8041336603748181,0.714167890140653,-1.00901092090425
0.7735,0.809338700548387,-0.7180545021532952,1.0153357092373128,-0.809338700548387,0.7180545021532952,-1.0153357092373128
0.774,0.8145695265826075,-0.7219532564884937,1.0216898365484575,-0.8145695265826075,0.7219532564884937,-1.0216898365484575
0.7745,0.819825983914694,-0.7258639179296726,1.0280730814323276,-0.819825983914694,0.7258639179296726,-1.0280730814323276
0.775,0.8251079073380563,-0.729786242051956,1.0344852091965397,-0.8251079073380563,0.729786242051956,-1.0344852091965397
0.7755,0.8304151206635649,-0.7337199749718883,1.0409259714508217,-0.8304151206635649,0.7337199749718883,-1.0409259714508217
0.776,0.835747436371081,-0.7376648530906695,1.0473951056845396,-0.835747436371081,0.7376648530906695,-1.0473951056845396
0.7765,0.8411046552509635,-0.7416206028307275,1.0538923348322813,-0.8411046552509635,0.7416206028307275,-1.0538923348322813
0.777,0.8464865660352708,-0.7455869403654576,1.0604173668271508,-0.8464865660352708,0.7455869403654576,-1.0604173668271508
0.7775,0.8518929450183664,-0.7495635713419517,1.0669698941414474,-0.8518929450183664,0.7495635713419517,-1.0669698941414474
0.778,0.8573235556666057,-0.7535501905965186,1.0735495933143384,-0.8573235556666057,0.7535501905965186,-1.0735495933143384
0.7785,0.8627781482168191,-0.7575464818628295,1.0801561244661972,-0.8627781482168191,0.7575464818628295,-1.0801561244661972
0.779,0.8682564592632446,-0.7615521174724685,1.086789130799192,-0.8682564592632446,0.7615521174724685,-1.086789130799192
0.7795,0.8737582113325904,-0.7655667580477089,1.0934482380837598,-0.8737582113325904,0.7655667580477089,-1.0934482380837598
0.78,0.8792831124468863,-0.7695900521862983,1.100133054130557,-0.8792831124468863,0.7695900521862983,-1.100133054130557
0.7805,0.884830855673773,-0.7736216361380492,1.1068431682474764,-0.884830855673773,0.7736216361380492,-1.1068431682474764
0.781,0.8904011186638527,-0.7776611334730054,1.113578150681291,-0.8904011186638527,0.7776611334730054,-1.113578150681291
0.7815,0.8959935631747626,-0.7817081547409884,1.1203375520435255,-0.8959935631747626,0.7817081547409884,-1.1203375520435255
0.782,0.9016078345815487,-0.7857622971222612,1.127120902720061,-0.9016078345815487,0.7857622971222612,-1.127120902720061
0.7825,0.9072435613729776,-0.789823144069108,1.1339277122640463,-0.9072435613729776,0.789823144069108,-1.1339277122640463
0.783,0.9129003546333615,-0.7938902649380656,1.1407574687716209,-0.9129003546333615,0.7938902649380656,-1.1407574687716209
0.7835,0.918577807509489,-0.797963214612573,1.147609638239969,-0.918577807509489,0.797963214612573,-1.147609638239969
0.784,0.9242754946622262,-0.8020415331157805,1.154483663907198,-0.9242754946622262,0.8020415331157805,-1.154483663907198
0.7845,0.9299929717023514,-0.8061247452132608,1.1613789655735276,-0.9299929717023514,0.8061247452132608,-1.1613789655735276
0.785,0.9357297746101609,-0.8102123600053486,1.1682949389032486,-0.9357297746101609,0.8102123600053486,-1.1682949389032486
0.7855,0.9414854191383856,-0.8143038705088451,1.175230954706915,-0.9414854191383856,0.8143038705088451,-1.175230954706915
0.786,0.9472594001979285,-0.818398753227795,1.1821863582031928,-0.9472594001979285,0.818398753227795,-1.1821863582031928
0.7865,0.9530511912259385,-0.8224964677130568,1.1891604682598003,-0.9530511912259385,0.8224964677130568,-1.1891604682598003
0.787,0.9588602435356841,-0.8265964561103541,1.1961525766129188,-0.9588602435356841,0.8265964561103541,-1.1961525766129188
0.7875,0.9646859856477397,-0.8306981426965258,1.2031619470644932,-0.9646859856477397,0.8306981426965258,-1.2031619470644932
0.788,0.9705278226019043,-0.8348009334036378,1.2101878146567526,-0.9705278226019043,0.8348009334036378,-1.2101878146567526
0.7885,0.9763851352493257,-0.8389042153306567,1.217229384823337,-0.9763851352493257,0.8389042153306567,-1.217229384823337
0.789,0.982257279524234,-0.8430073562423367,1.224285832516328,-0.982257279524234,0.8430073562423367,-1.224285832516328
0.7895,0.9881435856947103,-0.8471097040549946,1.2313563013085174,-0.9881435856947103,0.8471097040549946,-1.2313563013085174
0.79,0.9940433575918767,-0.8512105863088231,1.2384399024702022,-0.9940433575918767,0.8512105863088231,-1.2384399024702022
0.7905,0.9999558718168795,-0.8553093096263754,1.2455357140197605,-0.9999558718168795,0.8553093096263754,-1.2455357140197605
0.791,1.0058803769250257,-0.8594051591568688,1.2526427797472797,-1.0058803769250257,0.8594051591568688,-1.2526427797472797
0.7915,1.0118160925864137,-0.8634973980059233,1.2597601082104564,-1.0118160925864137,0.8634973980059233,-1.2597601082104564
0.792,1.017762208722367,-0.8675852666503499,1.266886671701967,-1.017762208722367,0.8675852666503499,-1.266886671701967
0.7925,1.0237178846169745,-0.8716679823375919,1.2740214051875007,-1.0237178846169745,0.8716679823375919,-1.2740214051875007
0.793,1.0296822480030243,-0.8757447384694228,1.2811632052136257,-1.0296822480030243,0.8757447384694228,-1.2811632052136257
0.7935,1.0356543941215657,-0.8798147039694622,1.2883109287845864,-1.0356543941215657,0.8798147039694622,-1.2883109287845864
0.794,1.0416333847543573,-0.8838770226341055,1.2954633922071905,-1.0416333847543573,0.8838770226341055,-1.2954633922071905
0.7945,1.0476182472284021,-0.8879308124664131,1.3026193699028374,-1.0476182472284021,0.8879308124664131,-1.3026193699028374
0.795,1.053607973391754,-0.8919751649925062,1.3097775931857505,-1.053607973391754,0.8919751649925062,-1.3097775931857505
0.7955,1.0596015185597825,-0.8960091445600228,1.3169367490064643,-1.0596015185597825,0.8960091445600228,-1.3169367490064643
0.796,1.0655978004310138,-0.9000317876181422,1.3240954786595487,-1.0655978004310138,0.9000317876181422,-1.3240954786595487
0.7965,1.0715956979716812,-0.9040421019786978,1.331252376454557,-1.0715956979716812,0.9040421019786978,-1.331252376454557
0.797,1.0775940502680703,-0.9080390660578819,1.3384059883491428,-1.0775940502680703,0.9080390660578819,-1.3384059883491428
0.7975,1.0835916553457212,-0.9120216280980176,1.3455548105432524,-1.0835916553457212,0.9120216280980176,-1.3455548105432524
0.798,1.0895872689545405,-0.9159887053688944,1.3526972880333028,-1.0895872689545405,0.9159887053688944,-1.3526972880333028
0.7985,1.0955796033188059,-0.9199391833480983,1.359831813125157,-1.0955796033188059,0.9199391833480983,-1.359831813125157
0.799,1.1015673258510756,-0.9238719148798107,1.3669567239047624,-1.1015673258510756,0.9238719148798107,-1.3669567239047624
0.7995,1.1075490578289369,-0.9277857193114942,1.3740703026652135,-1.1075490578289369,0.9277857193114942,-1.3740703026652135
0.8,1.1135233730335123,-0.9316793816078802,1.381170774288985,-1.1135233730335123,0.9316793816078802,-1.381170774288985
0.8005,1.1194887963486349,-0.9355516514416787,1.3882563045840826,-1.1194887963486349,0.9355516514416787,-1.3882563045840826
0.801,1.1254438023195275,-0.9394012422603775,1.395324998572761,-1.1254438023195275,0.9394012422603775,-1.395324998572761
0.8015,1.1313868136698284,-0.9432268303285194,1.4023748987314721,-1.1313868136698284,0.9432268303285194,-1.4023748987314721
0.802,1.137316199775753,-0.9470270537448062,1.4094039831806413,-1.137316199775753,0.9470270537448062,-1.4094039831806413
0.8025,1.1432302750961465,-0.9508005114333751,1.4164101638228421,-1.1432302750961465,0.9508005114333751,-1.4164101638228421
0.803,1.1491272975571534,-0.9545457621085681,1.423391284427895,-1.1491272975571534,0.9545457621085681,-1.423391284427895
0.8035,1.155005466890189,-0.9582613232125043,1.430345118663368,-1.155005466890189,0.9582613232125043,-1.430345118663368
0.804,1.1608629229218688,-0.9619456698247472,1.4372693680689388,-1.1608629229218688,0.9619456698247472,-1.4372693680689388
0.8045,1.1666977438144888,-0.9655972335433325,1.444161659972994,-1.1666977438144888,0.9655972335433325,-1.444161659972994
0.805,1.1725079442556607,-0.9692144013364298,1.4510195453498496,-1.1725079442556607,0.9692144013364298,-1.4510195453498496
0.8055,1.178291473595598,-0.9727955143638497,1.457840496615873,-1.178291473595598,0.9727955143638497,-1.457840496615873
0.806,1.1840462139305634,-0.9763388667676353,1.4646219053627847,-1.1840462139305634,0.9763388667676353,-1.4646219053627847
0.8065,1.1897699781309359,-0.9798427044309381,1.4713610800263668,-1.1897699781309359,0.9798427044309381,-1.4713610800263668
0.807,1.195460507812269,-0.9833052237043406,1.478055243488709,-1.195460507812269,0.9833052237043406,-1.478055243488709
0.8075,1.201115471247736,-0.9867245700988101,1.484701530612146,-1.201115471247736,0.9867245700988101,-1.484701530612146
0.808,1.2067324612202581,-0.9900988369444129,1.4912969857029306,-1.2067324612202581,0.9900988369444129,-1.4912969857029306
0.8085,1.212308992812585,-0.9934260640139085,1.4978385599026556,-1.212308992812585,0.9934260640139085,-1.4978385599026556
0.809,1.2178425011335576,-0.9967042361103392,1.504323108505394,-1.2178425011335576,0.9967042361103392,-1.504323108505394
0.8095,1.2233303389787153,-0.9999312816176773,1.5107473881984437,-1.2233303389787153,0.9999312816176773,-1.5107473881984437
0.81,1.2287697744233779,-1.003105071013607,1.5171080542245485,-1.2287697744233779,1.003105071013607,-1.5171080542245485
0.8105,1.2341579883462648,-1.0062234153434664,1.5234016574633598,-1.2341579883462648,1.0062234153434664,-1.5234016574633598
0.811,1.2394920718816809,-1.0092840646543766,1.529624641429892,-1.2394920718816809,1.0092840646543766,-1.529624641429892
0.8115,1.2447690237982247,-1.012284706388548,1.5357733391876323,-1.2447690237982247,1.012284706388548,-1.5357733391876323
0.812,1.2499857478019383,-1.015222963734735,1.5418439701739193,-1.2499857478019383,1.015222963734735,-1.5418439701739193
0.8125,1.2551390497617454,-1.0180963939367977,1.5478326369351374,-1.2551390497617454,1.0180963939367977,-1.5478326369351374
0.813,1.2602256348549878,-1.0209024865582963,1.5537353217692222,-1.2602256348549878,1.0209024865582963,-1.5537353217692222
0.8135,1.265242104630788,-1.0236386617020172,1.5595478832728789,-1.265242104630788,1.0236386617020172,-1.5595478832728789
0.814,1.2701849539889325,-1.0263022681833287,1.565266052790891,-1.2701849539889325,1.0263022681833287,-1.565266052790891
0.8145,1.2750505680718835,-1.0288905816562135,1.570885430764791,-1.2750505680718835,1.0288905816562135,-1.570885430764791
0.815,1.2798352190674918,-1.0314008026908221,1.5764014829781168,-1.2798352190674918,1.0314008026908221,-1.5764014829781168
0.8155,1.2845350629198957,-1.0338300548013601,1.5818095366954084,-1.2845350629198957,1.0338300548013601,-1.5818095366954084
0.816,1.2891461359460565,-1.036175382423105,1.5871047766920272,-1.2891461359460565,1.036175382423105,-1.5871047766920272
0.8165,1.2936643513552721,-1.0384337488373099,1.592282241171788,-1.2936643513552721,1.0384337488373099,-1.592282241171788
0.817,1.2980854956690069,-1.0406020340427549,1.5973368175693703,-1.2980854956690069,1.0406020340427549,-1.5973368175693703
0.8175,1.302405225038243,-1.0426770325726542,1.6022632382343363,-1.302405225038243,1.0426770325726542,-1.6022632382343363
0.818,1.3066190614555417,-1.0446554512556299,1.6070560759935788,-1.3066190614555417,1.0446554512556299,-1.6070560759935788
0.8185,1.3107223888589001,-1.0465339069194166,1.6117097395888729,-1.3107223888589001,1.0465339069194166,-1.6117097395888729
0.819,1.3147104491244446,-1.048308924035966,1.6162184689861987,-1.3147104491244446,1.048308924035966,-1.6162184689861987
0.8195,1.3185783379449207,-1.0499769323065764,1.6205763305533871,-1.3185783379449207,1.0499769323065764,-1.6205763305533871
0.82,1.3223210005908501,-1.051534264185651,1.624777212102544,-1.3223210005908501,1.051534264185651,-1.624777212102544
0.8205,1.3259332275511968,-1.0529771523416906,1.6288148177936967,-1.3259332275511968,1.0529771523416906,-1.6288148177936967
0.821,1.3294096500502652,-1.0543017270540738,1.6326826628959519,-1.3294096500502652,1.0543017270540738,-1.6326826628959519
0.8215,1.3327447354375084,-1.055504013544184,1.6363740684024204,-1.3327447354375084,1.055504013544184,-1.6363740684024204
0.822,1.3359327824468483,-1.0565799292394054,1.639882155495086,-1.3359327824468483,1.0565799292394054,-1.639882155495086
0.8225,1.3389679163220118,-1.0575252809685003,1.6431998398556726,-1.3389679163220118,1.0575252809685003,-1.6431998398556726
0.823,1.3418440838043548,-1.0583357620868636,1.6463198258185485,-1.3418440838043548,1.0583357620868636,-1.6463198258185485
0.8235,1.344555047979529,-1.0590069495301282,1.6492346003615694,-1.344555047979529,1.0590069495301282,-1.6492346003615694
0.824,1.3470943829792998,-1.059534300794578,1.6519364269307157,-1.3470943829792998,1.059534300794578,-1.6519364269307157
0.8245,1.349455468534731,-1.0599131508428206,1.6544173390942851,-1.349455468534731,1.0599131508428206,-1.6544173390942851
0.825,1.3516314843768966,-1.0601387089331458,1.6566691340223363,-1.3516314843768966,1.0601387089331458,-1.6566691340223363
0.8255,1.3536154044811937,-1.0602060553710047,1.6586833657869928,-1.3536154044811937,1.0602060553710047,-1.6586833657869928
0.826,1.355399991151251,-1.0601101381810003,1.6604513384791375,-1.355399991151251,1.0601101381810003,-1.6604513384791375
0.8265,1.3569777889383816,-1.0598457696978159,1.661964099136968,-1.3569777889383816,1.0598457696978159,-1.661964099136968
0.827,1.3583411183924228,-1.0594076230744605,1.6632124304817877,-1.3583411183924228,1.0594076230744605,-1.6632124304817877
0.8275,1.3594820696397714,-1.0587902287062445,1.6641868434563696,-1.3594820696397714,1.0587902287062445,-1.6641868434563696
0.828,1.3603924957843243,-1.0579879705688626,1.6648775695611202,-1.3603924957843243,1.0579879705688626,-1.6648775695611202
0.8285,1.361064006126992,-1.0569950824689893,1.6652745529832398,-1.361064006126992,1.0569950824689893,-1.6652745529832398
0.829,1.3614879591993791,-1.05580564420579,1.665367442514003,-1.3614879591993791,1.05580564420579,-1.665367442514003
0.8295,1.3616554556071525,-1.0544135776417403,1.665145583249201,-1.3616554556071525,1.0544135776417403,-1.665145583249201
0.83,1.3615573306785913,-1.0528126426811932,1.6645980080677756,-1.3615573306785913,1.0528126426811932,-1.6645980080677756
0.8305,1.3611841469137314,-1.050996433155116,1.6637134288835924,-1.3611841469137314,1.050996433155116,-1.6637134288835924
0.831,1.3605261862294655,-1.048958372610447,1.6624802276652473,-1.3605261862294655,1.048958372610447,-1.6624802276652473
0.8315,1.35957344199594,-1.0466917100025623,1.6608864472188059,-1.35957344199594,1.0466917100025623,-1.6608864472188059
0.832,1.3583156108595231,-1.0441895152893468,1.6589197817282881,-1.3583156108595231,1.0441895152893468,-1.6589197817282881
0.8325,1.3567420843475824,-1.041444674925408,1.6565675670487137,-1.3567420843475824,1.041444674925408,-1.6565675670487137
0.833,1.3548419402503,-1.038449887255016,1.653816770746501,-1.3548419402503,1.038449887255016,-1.653816770746501
0.8335,1.3526039337747127,-1.0351976578023834,1.6506539818819943,-1.3526039337747127,1.0351976578023834,-1.6506539818819943
0.834,1.3500164884661512,-1.031680294457965,1.6470654005288958,-1.3500164884661512,1.031680294457965,-1.6470654005288958
0.8345,1.3470676868922449,-1.0278899025595027,1.6430368270253837,-1.3470676868922449,1.0278899025595027,-1.6430368270253837
0.835,1.3437452610846596,-1.0238183798666083,1.6385536509517147,-1.3437452610846596,1.0238183798666083,-1.6385536509517147
0.8355,1.3400365827337526,-1.0194574114277664,1.6336008398291584,-1.3400365827337526,1.0194574114277664,-1.6336008398291584
0.836,1.3359286531313201,-1.0147984643386838,1.628162927535108,-1.3359286531313201,1.0147984643386838,-1.628162927535108
0.8365,1.3314080928566978,-1.0098327823910562,1.6222240024293368,-1.3314080928566978,1.0098327823910562,-1.6222240024293368
0.837,1.3264611312014423,-1.0045513806108537,1.615767695186356,-1.3264611312014423,1.0045513806108537,-1.615767695186356
0.8375,1.3210735953279769,-0.9989450396854226,1.608777166329026,-1.3210735953279769,0.9989450396854226,-1.608777166329026
0.838,1.315230899157543,-0.9930043002787291,1.601235093458552,-1.315230899157543,0.9930043002787291,-1.601235093458552
0.8385,1.3089180319829945,-0.9867194572342853,1.5931236581762456,-1.3089180319829945,0.9867194572342853,-1.5931236581762456
0.839,1.3021195468019942,-0.9800805536653867,1.5844245326924793,-1.3021195468019942,0.9800805536653867,-1.5844245326924793
0.8395,1.29481954836635,-0.9730773749324851,1.5751188661185003,-1.29481954836635,0.9730773749324851,-1.5751188661185003
0.84,1.2870016809433273,-0.9656994425076671,1.5651872704369072,-1.2870016809433273,0.9656994425076671,-1.5651872704369072
0.8405,1.2786491157849844,-0.9579360077264253,1.5546098061468656,-1.2786491157849844,0.9579360077264253,-1.5546098061468656
0.841,1.2697445383017212,-0.9497760454270834,1.5433659675803335,-1.2697445383017212,0.9497760454270834,-1.5433659675803335
0.8415,1.2602701349364784,-0.9412082474784864,1.5314346678858817,-1.2602701349364784,0.9412082474784864,-1.5314346678858817
0.842,1.250207579736243,-0.9322210161967877,1.5187942236769805,-1.250207579736243,0.9322210161967877,-1.5187942236769805
0.8425,1.2395380206177933,-0.9228024576524333,1.5054223393419817,-1.2395380206177933,0.9228024576524333,-1.5054223393419817
0.843,1.2282420653249144,-0.9129403748687236,1.4912960910133854,-1.2282420653249144,0.9129403748687236,-1.4912960910133854
0.8435,1.216299767074649,-0.9026222609136311,1.4763919101944285,-1.216299767074649,0.9026222609136311,-1.4763919101944285
0.844,1.2036906098905242,-0.891835291886892,1.460685567041478,-1.2036906098905242,0.891835291886892,-1.460685567041478
0.8445,1.1903934936210638,-0.8805663198047025,1.4441521533011852,-1.1903934936210638,0.8805663198047025,-1.4441521533011852
0.845,1.1763867186424168,-0.8688018653847914,1.4267660649020086,-1.1763867186424168,0.8688018653847914,-1.4267660649020086
0.8455,1.1616479702443452,-0.8565281107349778,1.4085009842002016,-1.1616479702443452,0.8565281107349778,-1.4085009842002016
0.846,1.1461543026994068,-0.8437308919487991,1.3893298618811223,-1.1461543026994068,0.8437308919487991,-1.3893298618811223
0.8465,1.1298821230157055,-0.8303956916122262,1.3692248985173556,-1.1298821230157055,0.8303956916122262,-1.3692248985173556
0.847,1.1128071743743289,-0.8165076312260505,1.3481575257860552,-1.1128071743743289,0.8165076312260505,-1.3481575257860552
0.8475,1.0949045192531108,-0.802051463548932,1.3260983873485663,-1.0949045192531108,0.802051463548932,-1.3260983873485663
0.848,1.0761485222393068,-0.7870115648668076,1.303017319396517,-1.0761485222393068,0.7870115648668076,-1.303017319396517
0.8485,1.0565128325344757,-0.771371927194874,1.2788833308694378,-1.0565128325344757,0.771371927194874,-1.2788833308694378
0.849,1.0359703661557695,-0.7551161504190257,1.2536645833500664,-1.0359703661557695,0.7551161504190257,-1.2536645833500664
0.8495,1.014493287838848,-0.738227434384357,1.227328370644712,-1.014493287838848,0.738227434384357,-1.227328370644712
0.85,0.992052992648599,-0.7206885709390103,1.1998410980572256,-0.992052992648599,0.7206885709390103,-1.1998410980572256
0.8505,0.9686200873050562,-0.7024819359425021,1.1711682613665642,-0.9686200873050562,0.7024819359425021,-1.1711682613665642
0.851,0.9441643712330184,-0.6835894812484266,1.1412744255192822,-0.9441643712330184,0.6835894812484266,-1.1412744255192822
0.8515,0.9186548173453001,-0.6639927266723976,1.1101232030499806,-0.9186548173453001,0.6639927266723976,-1.1101232030499806
0.852,0.8920595525708089,-0.6436727519569515,1.0776772322442603,-0.8920595525708089,0.6436727519569515,-1.0776772322442603
0.8525,0.8643458381402761,-0.6226101887461983,1.043898155060666,-0.8643458381402761,0.6226101887461983,-1.043898155060666
0.853,0.8354800496439816,-0.6007852125840216,1.0087465948299144,-0.8354800496439816,0.6007852125840216,-1.0087465948299144
0.8535,0.8054276568776417,-0.5781775349508065,0.9721821337518671,-0.8054276568776417,0.5781775349508065,-0.9721821337518671
0.854,0.7741532034943903,-0.5547663953547965,0.9341632902127971,-0.7741532034943903,0.5547663953547965,-0.9341632902127971
0.8545,0.7416202864827823,-0.5305305534954631,0.8946474959478687,-0.7416202864827823,0.5305305534954631,-0.8946474959478687
0.855,0.7077915354930395,-0.5054482815177157,0.8535910730764542,-0.7077915354930395,0.5054482815177157,-0.8535910730764542
0.8555,0.6726285920356615,-0.47949735637693885,0.8109492110401552,-0.6726285920356615,0.47949735637693885,-0.8109492110401552
0.856,0.6360920885793854,-0.45265505233664294,0.7666759434767781,-0.6360920885793854,0.45265505233664294,-0.7666759434767781
0.8565,0.598141627577626,-0.4248981336217877,0.7207241250660268,-0.598141627577626,0.4248981336217877,-0.7207241250660268
0.857,0.5587357604556549,-0.3962028472527639,0.6730454083863591,-0.5587357604556549,0.3962028472527639,-0.6730454083863591
0.8575,0.5178319665933554,-0.3665449160865289,0.6235902208254834,-0.5178319665933554,0.3665449160865289,-0.6235902208254834
0.858,0.47538663234176626,-0.33589953209341755,0.5723077415909144,-0.47538663234176626,0.33589953209341755,-0.5723077415909144
0.8585,0.43135503011477627,-0.3042413498999888,0.5191458788707081,-0.43135503011477627,0.3042413498999888,-0.5191458788707081
0.859,0.3856912976008044,-0.2715444806302811,0.4640512471985457,-0.3856912976008044,0.2715444806302811,-0.4640512471985457
0.8595,0.33834841714313874,-0.2377824860800787,0.4069691450818164,-0.33834841714313874,0.2377824860800787,-0.4069691450818164
0.86,0.2892781953414751,-0.20292837326099472,0.347843532955872,-0.2892781953414751,0.20292837326099472,-0.347843532955872
0.8605,0.2384312429313238,-0.16695458935349827,0.28661701153240926,-0.2384312429313238,0.16695458935349827,-0.28661701153240926
0.861,0.1857569550023058,-0.129833017110455,0.22323080061501596,-0.1857569550023058,0.129833017110455,-0.22323080061501596
0.8615,0.13120349162127987,-0.09153497075551416,0.1576247184606281,-0.13120349162127987,0.09153497075551416,-0.1576247184606281
0.862,0.07471775893073394,-0.05203119242308384,0.0897371617708455,-0.07471775893073394,0.05203119242308384,-0.0897371617708455
0.8625,0.016245390798423867,-0.011291849189715973,0.019505086403494395,-0.016245390798423867,0.011291849189715973,-0.019505086403494395
0.863,-0.044269268900499884,0.03071346925047361,-0.05313601109909725,0.044269268900499884,-0.03071346925047361,0.05313601109909725
0.8635,-0.10688318328185602,0.07401575221063164,-0.1282521110619673,0.10688318328185602,-0.07401575221063164,0.1282521110619673
0.864,-0.17165463863822175,0.11864656887732655,-0.20591068719940925,0.17165463863822175,-0.11864656887732655,0.20591068719940925
0.8645,-0.23864325971262335,0.16463806835572542,-0.28618072198931455,0.23864325971262335,-0.16463806835572542,0.28618072198931455
